zip,sex,age,obese,n,pop
54307,male,35-54,32,56,380
54311,male,35-54,602,1271,4289
54313,male,35-54,895,1918,5685
54401,male,35-54,1145,2500,3638
54403,male,35-54,958,2034,3611
54405,male,35-54,102,183,373
54406,male,35-54,49,100,507
54407,male,35-54,22,50,228
54408,male,35-54,60,105,191
54409,male,35-54,564,1030,1734
54410,male,35-54,77,143,349
54411,male,35-54,185,319,827
54412,male,35-54,66,129,351
54413,male,35-54,NA,NA,18
54414,male,35-54,149,280,436
54416,male,35-54,39,75,278
54417,male,35-54,NA,NA,3
54418,male,35-54,56,102,155
54420,male,35-54,31,55,176
54421,male,35-54,86,170,413
54422,male,35-54,30,57,156
54423,male,35-54,49,101,358
54424,male,35-54,77,139,221
54425,male,35-54,74,116,291
54426,male,35-54,215,364,601
54427,male,35-54,56,97,171
54428,male,35-54,40,66,139
54430,male,35-54,NA,NA,8
54433,male,35-54,63,122,225
54435,male,35-54,84,136,330
54436,male,35-54,32,57,273
54437,male,35-54,59,102,385
54440,male,35-54,141,287,468
54441,male,35-54,35,50,125
54442,male,35-54,30,52,132
54443,male,35-54,51,111,333
54446,male,35-54,70,114,346
54447,male,35-54,NA,NA,79
54448,male,35-54,190,372,570
54449,male,35-54,691,1433,3180
54450,male,35-54,NA,NA,53
54451,male,35-54,437,884,1557
54452,male,35-54,825,1498,2679
54454,male,35-54,33,60,204
54455,male,35-54,850,1641,2751
54456,male,35-54,62,101,832
54457,male,35-54,318,563,954
54458,male,35-54,NA,NA,19
54459,male,35-54,48,86,169
54460,male,35-54,37,73,348
54462,male,35-54,NA,NA,51
54463,male,35-54,19,35,109
54465,male,35-54,NA,NA,44
54466,male,35-54,99,164,395
54467,male,35-54,215,474,1806
54469,male,35-54,67,125,190
54470,male,35-54,93,171,325
54471,male,35-54,100,190,293
54473,male,35-54,60,113,325
54474,male,35-54,187,347,405
54475,male,35-54,59,115,237
54476,male,35-54,790,1747,2592
54479,male,35-54,142,230,604
54480,male,35-54,54,93,174
54481,male,35-54,384,796,2919
54482,male,35-54,164,368,1229
54484,male,35-54,194,343,756
54485,male,35-54,NA,NA,37
54486,male,35-54,31,63,327
54487,male,35-54,114,218,1415
54488,male,35-54,24,46,161
54489,male,35-54,57,108,224
54490,male,35-54,35,66,146
54491,male,35-54,50,92,179
54493,male,35-54,NA,NA,76
54494,male,35-54,1125,2243,3798
54495,male,35-54,357,665,981
54498,male,35-54,43,75,295
54499,male,35-54,145,240,436
54501,male,35-54,414,778,2659
54511,male,35-54,27,45,164
54512,male,35-54,17,30,101
54513,male,35-54,NA,NA,65
54514,male,35-54,48,76,253
54515,male,35-54,34,43,70
54517,male,35-54,NA,NA,3
54519,male,35-54,NA,NA,111
54520,male,35-54,48,98,589
54521,male,35-54,101,207,1080
54524,male,35-54,29,45,121
54525,male,35-54,NA,NA,34
54526,male,35-54,19,40,139
54527,male,35-54,23,50,111
54529,male,35-54,17,35,141
54530,male,35-54,33,44,122
54531,male,35-54,15,47,248
54534,male,35-54,90,179,304
54536,male,35-54,NA,NA,43
54537,male,35-54,21,37,84
54538,male,35-54,32,60,266
54539,male,35-54,31,59,162
54540,male,35-54,28,62,137
54541,male,35-54,NA,NA,112
54542,male,35-54,NA,NA,41
54545,male,35-54,NA,NA,94
54546,male,35-54,NA,NA,155
54547,male,35-54,25,58,117
54548,male,35-54,97,184,511
54550,male,35-54,28,60,119
54552,male,35-54,159,286,527
54554,male,35-54,17,31,176
54555,male,35-54,181,340,618
54556,male,35-54,71,118,187
54557,male,35-54,NA,NA,107
54558,male,35-54,36,71,273
54559,male,35-54,18,30,122
54560,male,35-54,NA,NA,71
54561,male,35-54,NA,NA,0
54562,male,35-54,42,84,159
54563,male,35-54,NA,NA,103
54564,male,35-54,NA,NA,72
54565,male,35-54,NA,NA,16
54566,male,35-54,42,64,165
54568,male,35-54,100,199,556
54601,male,35-54,1315,2865,4880
54603,male,35-54,488,986,1840
54610,male,35-54,18,31,189
54611,male,35-54,NA,NA,143
54612,male,35-54,246,484,716
54613,male,35-54,27,57,213
54614,male,35-54,115,236,346
54615,male,35-54,144,263,1673
54616,male,35-54,100,180,352
54618,male,35-54,86,125,268
54619,male,35-54,105,164,501
54621,male,35-54,35,72,167
54622,male,35-54,45,79,239
54623,male,35-54,71,130,275
54624,male,35-54,58,89,174
54625,male,35-54,NA,NA,32
54626,male,35-54,48,91,142
54627,male,35-54,104,178,270
54628,male,35-54,28,48,119
54629,male,35-54,56,110,377
54630,male,35-54,182,342,594
54631,male,35-54,49,85,210
54632,male,35-54,38,71,126
54634,male,35-54,97,189,498
54635,male,35-54,20,37,241
54636,male,35-54,673,1301,2085
54637,male,35-54,NA,NA,21
54638,male,35-54,27,62,146
54639,male,35-54,43,72,271
54641,male,35-54,NA,NA,0
54642,male,35-54,70,131,290
54643,male,35-54,NA,NA,2
54644,male,35-54,61,121,239
54645,male,35-54,NA,NA,8
54646,male,35-54,74,140,526
54648,male,35-54,40,74,224
54650,male,35-54,786,1732,3162
54651,male,35-54,31,54,157
54652,male,35-54,25,49,150
54653,male,35-54,40,80,111
54654,male,35-54,NA,NA,15
54655,male,35-54,27,53,177
54656,male,35-54,756,1408,2490
54657,male,35-54,NA,NA,65
54658,male,35-54,104,176,284
54659,male,35-54,39,61,173
54660,male,35-54,613,1106,2083
54661,male,35-54,143,280,465
54664,male,35-54,31,49,227
54665,male,35-54,206,363,1031
54666,male,35-54,84,162,418
54667,male,35-54,121,220,615
54669,male,35-54,348,682,1135
54670,male,35-54,36,71,240
54701,male,35-54,339,704,4159
54703,male,35-54,467,907,5388
54720,male,35-54,88,176,818
54721,male,35-54,NA,NA,217
54722,male,35-54,75,128,475
54723,male,35-54,NA,NA,168
54724,male,35-54,81,139,1028
54725,male,35-54,NA,NA,407
54726,male,35-54,27,48,274
54727,male,35-54,107,203,716
54728,male,35-54,96,165,763
54729,male,35-54,582,1107,4477
54730,male,35-54,NA,NA,791
54731,male,35-54,NA,NA,113
54732,male,35-54,63,103,421
54733,male,35-54,NA,NA,184
54734,male,35-54,NA,NA,137
54736,male,35-54,NA,NA,511
54737,male,35-54,NA,NA,92
54738,male,35-54,41,77,443
54739,male,35-54,63,107,777
54740,male,35-54,NA,NA,268
54741,male,35-54,23,46,240
54742,male,35-54,66,118,585
54745,male,35-54,45,79,219
54746,male,35-54,NA,NA,120
54747,male,35-54,127,215,382
54748,male,35-54,30,56,136
54749,male,35-54,NA,NA,170
54750,male,35-54,NA,NA,135
54751,male,35-54,NA,NA,2543
54754,male,35-54,NA,NA,233
54755,male,35-54,NA,NA,1012
54756,male,35-54,NA,NA,135
54757,male,35-54,36,66,444
54758,male,35-54,42,71,652
54759,male,35-54,NA,NA,183
54760,male,35-54,NA,NA,25
54761,male,35-54,NA,NA,169
54762,male,35-54,NA,NA,177
54763,male,35-54,NA,NA,162
54765,male,35-54,NA,NA,0
54766,male,35-54,31,58,190
54767,male,35-54,NA,NA,467
54768,male,35-54,NA,NA,1200
54769,male,35-54,NA,NA,61
54770,male,35-54,34,48,331
54771,male,35-54,37,61,524
54772,male,35-54,NA,NA,145
54773,male,35-54,143,244,479
54801,male,35-54,NA,NA,737
54805,male,35-54,NA,NA,211
54806,male,35-54,NA,NA,1593
54810,male,35-54,NA,NA,328
54812,male,35-54,63,108,729
54813,male,35-54,NA,NA,127
54814,male,35-54,NA,NA,314
54817,male,35-54,47,74,255
54819,male,35-54,61,99,350
54820,male,35-54,NA,NA,135
54821,male,35-54,NA,NA,124
54822,male,35-54,66,128,667
54824,male,35-54,NA,NA,290
54826,male,35-54,NA,NA,90
54827,male,35-54,NA,NA,20
54828,male,35-54,NA,NA,80
54829,male,35-54,59,98,641
54830,male,35-54,NA,NA,285
54832,male,35-54,NA,NA,59
54835,male,35-54,NA,NA,140
54836,male,35-54,NA,NA,165
54837,male,35-54,NA,NA,431
54838,male,35-54,NA,NA,133
54839,male,35-54,NA,NA,51
54840,male,35-54,NA,NA,607
54841,male,35-54,NA,NA,43
54842,male,35-54,NA,NA,11
54843,male,35-54,NA,NA,1423
54844,male,35-54,NA,NA,32
54845,male,35-54,NA,NA,9
54846,male,35-54,NA,NA,69
54847,male,35-54,NA,NA,321
54848,male,35-54,127,210,710
54849,male,35-54,NA,NA,309
54850,male,35-54,NA,NA,17
54853,male,35-54,NA,NA,547
54854,male,35-54,NA,NA,156
54855,male,35-54,NA,NA,93
54856,male,35-54,NA,NA,184
54857,male,35-54,NA,NA,9
54858,male,35-54,NA,NA,262
54859,male,35-54,NA,NA,210
54861,male,35-54,NA,NA,20
54862,male,35-54,NA,NA,21
54864,male,35-54,NA,NA,238
54865,male,35-54,NA,NA,49
54867,male,35-54,NA,NA,27
54868,male,35-54,288,500,1951
54870,male,35-54,16,37,221
54871,male,35-54,41,57,415
54872,male,35-54,NA,NA,389
54873,male,35-54,NA,NA,338
54874,male,35-54,NA,NA,650
54875,male,35-54,NA,NA,172
54876,male,35-54,NA,NA,159
54880,male,35-54,NA,NA,3653
54888,male,35-54,NA,NA,171
54889,male,35-54,NA,NA,366
54891,male,35-54,NA,NA,385
54893,male,35-54,NA,NA,437
54895,male,35-54,NA,NA,165
54896,male,35-54,NA,NA,201
54901,male,35-54,NA,NA,5620
54902,male,35-54,174,354,2960
54904,male,35-54,175,375,2659
54909,male,35-54,18,50,331
54911,male,35-54,516,1054,3223
54913,male,35-54,381,890,3009
54914,male,35-54,584,1215,4146
54915,male,35-54,872,1902,6119
54921,male,35-54,26,40,172
54922,male,35-54,49,82,239
54923,male,35-54,NA,NA,1203
54927,male,35-54,NA,NA,68
54928,male,35-54,NA,NA,70
54929,male,35-54,NA,NA,1120
54930,male,35-54,21,40,212
54931,male,35-54,NA,NA,21
54932,male,35-54,NA,NA,241
54933,male,35-54,NA,NA,34
54934,male,35-54,NA,NA,49
54935,male,35-54,NA,NA,5817
54937,male,35-54,NA,NA,2476
54940,male,35-54,NA,NA,626
54941,male,35-54,NA,NA,308
54942,male,35-54,233,509,1362
54943,male,35-54,31,51,222
54944,male,35-54,219,400,1438
54945,male,35-54,NA,NA,584
54946,male,35-54,NA,NA,6
54947,male,35-54,57,115,400
54948,male,35-54,NA,NA,37
54949,male,35-54,NA,NA,503
54950,male,35-54,NA,NA,417
54952,male,35-54,598,1237,3188
54956,male,35-54,995,2277,6548
54960,male,35-54,NA,NA,314
54961,male,35-54,NA,NA,1960
54962,male,35-54,NA,NA,200
54963,male,35-54,91,177,852
54964,male,35-54,NA,NA,135
54965,male,35-54,NA,NA,275
54966,male,35-54,30,57,245
54967,male,35-54,NA,NA,53
54968,male,35-54,NA,NA,388
54970,male,35-54,NA,NA,867
54971,male,35-54,NA,NA,1291
54974,male,35-54,NA,NA,192
54977,male,35-54,NA,NA,190
54979,male,35-54,NA,NA,184
54980,male,35-54,NA,NA,8
54981,male,35-54,NA,NA,2047
54982,male,35-54,NA,NA,804
54983,male,35-54,NA,NA,622
54984,male,35-54,NA,NA,375
54985,male,35-54,NA,NA,120
54986,male,35-54,61,117,784
53001,male,55-74,70,119,239
53002,male,55-74,92,196,291
53003,male,55-74,NA,NA,14
53004,male,55-74,43,77,277
53005,male,55-74,351,862,2231
53006,male,55-74,15,39,195
53007,male,55-74,48,82,174
53010,male,55-74,223,440,1065
53011,male,55-74,48,110,302
53012,male,55-74,403,883,2082
53013,male,55-74,46,105,408
53014,male,55-74,59,122,983
53015,male,55-74,49,107,367
53016,male,55-74,NA,NA,46
53017,male,55-74,200,420,809
53018,male,55-74,68,160,1046
53019,male,55-74,18,45,249
53020,male,55-74,106,237,595
53021,male,55-74,101,192,516
53022,male,55-74,634,1300,1888
53023,male,55-74,28,64,182
53024,male,55-74,275,549,1620
53027,male,55-74,451,877,2356
53029,male,55-74,207,496,2233
53031,male,55-74,NA,NA,0
53032,male,55-74,152,292,512
53033,male,55-74,175,369,725
53034,male,55-74,34,63,213
53035,male,55-74,58,92,285
53036,male,55-74,17,33,208
53037,male,55-74,331,611,912
53038,male,55-74,54,96,385
53039,male,55-74,139,241,416
53040,male,55-74,407,711,789
53042,male,55-74,102,217,848
53044,male,55-74,51,109,263
53045,male,55-74,332,793,2492
53046,male,55-74,44,82,123
53047,male,55-74,NA,NA,0
53048,male,55-74,38,67,287
53049,male,55-74,21,40,279
53050,male,55-74,120,214,696
53051,male,55-74,995,2111,4042
53057,male,55-74,NA,NA,209
53058,male,55-74,27,61,373
53059,male,55-74,29,51,266
53061,male,55-74,55,108,633
53063,male,55-74,14,30,238
53065,male,55-74,NA,NA,245
53066,male,55-74,205,490,3806
53069,male,55-74,NA,NA,150
53070,male,55-74,127,235,715
53072,male,55-74,260,604,2760
53073,male,55-74,306,645,1600
53074,male,55-74,138,282,1362
53075,male,55-74,64,134,413
53076,male,55-74,126,258,460
53078,male,55-74,34,74,286
53079,male,55-74,19,37,179
53080,male,55-74,100,202,707
53081,male,55-74,753,1536,4204
53083,male,55-74,408,885,2210
53085,male,55-74,317,595,1318
53086,male,55-74,240,491,1026
53088,male,55-74,NA,NA,58
53089,male,55-74,412,884,2074
53090,male,55-74,761,1542,2266
53091,male,55-74,46,97,228
53092,male,55-74,424,1057,3160
53093,male,55-74,44,65,271
53094,male,55-74,163,300,1654
53095,male,55-74,1107,2323,3034
53097,male,55-74,101,229,742
53098,male,55-74,110,210,1291
53103,male,55-74,43,82,573
53104,male,55-74,NA,NA,654
53105,male,55-74,179,379,3239
53108,male,55-74,23,64,385
53110,male,55-74,125,254,2108
53114,male,55-74,75,141,315
53115,male,55-74,416,874,1668
53118,male,55-74,56,144,1074
53119,male,55-74,51,100,597
53120,male,55-74,78,167,1224
53121,male,55-74,341,736,2009
53122,male,55-74,140,346,751
53125,male,55-74,61,154,343
53126,male,55-74,46,118,1009
53128,male,55-74,73,150,854
53129,male,55-74,143,333,1662
53130,male,55-74,70,189,893
53132,male,55-74,279,638,3821
53137,male,55-74,43,66,195
53139,male,55-74,NA,NA,386
53140,male,55-74,NA,NA,2651
53142,male,55-74,NA,NA,2629
53143,male,55-74,NA,NA,2180
53144,male,55-74,NA,NA,2080
53146,male,55-74,82,180,1199
53147,male,55-74,277,695,2023
53149,male,55-74,125,250,2383
53150,male,55-74,228,509,2991
53151,male,55-74,384,941,4102
53153,male,55-74,25,48,348
53154,male,55-74,209,425,3340
53156,male,55-74,63,127,364
53158,male,55-74,NA,NA,1968
53167,male,55-74,NA,NA,75
53168,male,55-74,NA,NA,1033
53170,male,55-74,NA,NA,221
53172,male,55-74,120,250,2243
53177,male,55-74,NA,NA,773
53178,male,55-74,18,48,399
53179,male,55-74,NA,NA,399
53181,male,55-74,43,108,711
53182,male,55-74,56,143,1004
53183,male,55-74,NA,NA,406
53184,male,55-74,85,179,418
53185,male,55-74,129,262,2144
53186,male,55-74,294,657,2923
53188,male,55-74,224,501,3709
53189,male,55-74,154,355,2831
53190,male,55-74,487,1040,1366
53191,male,55-74,63,187,366
53192,male,55-74,NA,NA,0
53195,male,55-74,NA,NA,38
53202,male,55-74,236,671,1928
53203,male,55-74,13,36,88
53204,male,55-74,154,346,2129
53205,male,55-74,85,221,652
53206,male,55-74,233,596,1954
53207,male,55-74,297,630,3254
53208,male,55-74,308,801,2699
53209,male,55-74,472,1093,3498
53210,male,55-74,266,620,1754
53211,male,55-74,342,1087,2598
53212,male,55-74,303,759,2169
53213,male,55-74,415,1057,2492
53214,male,55-74,426,918,3409
53215,male,55-74,228,509,3613
53216,male,55-74,358,790,2601
53217,male,55-74,464,1369,3272
53218,male,55-74,362,797,2566
53219,male,55-74,321,704,3446
53220,male,55-74,208,440,2745
53221,male,55-74,284,549,3597
53222,male,55-74,390,819,2017
53223,male,55-74,359,727,2825
53224,male,55-74,294,620,1710
53225,male,55-74,294,662,1578
53226,male,55-74,311,794,1664
53227,male,55-74,277,587,2035
53228,male,55-74,184,413,1717
53233,male,55-74,77,161,596
53235,male,55-74,67,129,973
53295,male,55-74,NA,NA,84
53402,male,55-74,169,377,3577
53403,male,55-74,NA,NA,2517
53404,male,55-74,NA,NA,1088
53405,male,55-74,NA,NA,2371
53406,male,55-74,NA,NA,3001
53501,male,55-74,NA,NA,0
53502,male,55-74,180,343,283
53503,male,55-74,63,135,224
53504,male,55-74,110,209,264
53505,male,55-74,19,37,72
53506,male,55-74,34,68,137
53507,male,55-74,106,209,216
53508,male,55-74,275,576,495
53510,male,55-74,18,35,166
53511,male,55-74,779,1537,4826
53515,male,55-74,136,268,285
53516,male,55-74,149,289,320
53517,male,55-74,117,251,258
53518,male,55-74,46,91,179
53520,male,55-74,445,814,835
53521,male,55-74,223,478,440
53522,male,55-74,104,182,144
53523,male,55-74,221,448,767
53525,male,55-74,87,165,453
53526,male,55-74,21,34,37
53527,male,55-74,422,894,985
53528,male,55-74,315,652,727
53529,male,55-74,74,158,231
53530,male,55-74,153,258,448
53531,male,55-74,204,383,502
53532,male,55-74,607,1215,1434
53533,male,55-74,274,536,977
53534,male,55-74,619,1197,1438
53536,male,55-74,426,819,833
53537,male,55-74,39,66,129
53538,male,55-74,728,1393,2139
53540,male,55-74,NA,NA,29
53541,male,55-74,50,82,118
53543,male,55-74,59,103,191
53544,male,55-74,62,98,131
53545,male,55-74,1040,2168,2036
53546,male,55-74,1497,2893,3014
53548,male,55-74,884,1781,1941
53549,male,55-74,233,455,1178
53550,male,55-74,76,147,131
53551,male,55-74,180,368,906
53553,male,55-74,18,32,55
53554,male,55-74,20,46,98
53555,male,55-74,330,700,1091
53556,male,55-74,63,119,342
53557,male,55-74,19,36,55
53558,male,55-74,575,1288,1353
53559,male,55-74,277,539,678
53560,male,55-74,134,298,442
53561,male,55-74,82,170,286
53562,male,55-74,967,2513,2885
53563,male,55-74,624,1196,1262
53565,male,55-74,175,316,570
53566,male,55-74,910,1864,1779
53569,male,55-74,32,69,132
53570,male,55-74,210,359,367
53571,male,55-74,NA,NA,15
53572,male,55-74,420,938,963
53573,male,55-74,105,163,352
53574,male,55-74,208,432,420
53575,male,55-74,763,1629,1570
53576,male,55-74,123,229,255
53577,male,55-74,46,82,174
53578,male,55-74,175,344,661
53579,male,55-74,66,112,200
53580,male,55-74,17,30,74
53581,male,55-74,180,341,1296
53582,male,55-74,35,98,132
53583,male,55-74,156,306,647
53585,male,55-74,57,109,228
53586,male,55-74,53,85,293
53587,male,55-74,75,141,145
53588,male,55-74,116,266,537
53589,male,55-74,1035,2071,2413
53590,male,55-74,1490,2972,3180
53593,male,55-74,815,2183,2206
53594,male,55-74,197,373,663
53597,male,55-74,842,1781,1705
53598,male,55-74,125,251,279
53599,male,55-74,NA,NA,12
53702,male,55-74,NA,NA,0
53703,male,55-74,263,1011,1417
53704,male,55-74,1579,3848,4098
53705,male,55-74,553,2036,2009
53706,male,55-74,NA,NA,0
53711,male,55-74,1598,4434,4835
53713,male,55-74,525,1316,1396
53714,male,55-74,644,1415,1414
53715,male,55-74,177,506,476
53716,male,55-74,827,1857,2138
53717,male,55-74,385,1165,1229
53718,male,55-74,422,955,964
53719,male,55-74,677,1677,1583
53726,male,55-74,69,301,316
53792,male,55-74,NA,NA,0
53801,male,55-74,29,52,166
53802,male,55-74,NA,NA,10
53803,male,55-74,NA,NA,167
53804,male,55-74,24,56,133
53805,male,55-74,261,458,620
53806,male,55-74,30,52,264
53807,male,55-74,43,82,575
53808,male,55-74,NA,NA,131
53809,male,55-74,100,182,422
53810,male,55-74,NA,NA,50
53811,male,55-74,NA,NA,406
53813,male,55-74,57,124,728
53816,male,55-74,34,59,85
53817,male,55-74,NA,NA,19
53818,male,55-74,132,272,1068
53820,male,55-74,29,49,338
53821,male,55-74,359,690,1000
53825,male,55-74,NA,NA,45
53826,male,55-74,58,110,197
53827,male,55-74,NA,NA,28
53901,male,55-74,542,1054,1550
53910,male,55-74,80,146,442
53911,male,55-74,77,121,146
53913,male,55-74,816,1600,2205
53916,male,55-74,992,1861,2798
53919,male,55-74,16,33,301
53920,male,55-74,30,50,81
53922,male,55-74,40,77,142
53923,male,55-74,73,128,239
53924,male,55-74,27,42,178
53925,male,55-74,292,554,893
53926,male,55-74,34,65,140
53928,male,55-74,NA,NA,3
53929,male,55-74,109,191,297
53930,male,55-74,53,101,152
53931,male,55-74,NA,NA,23
53932,male,55-74,106,175,292
53933,male,55-74,143,245,474
53934,male,55-74,140,244,755
53935,male,55-74,NA,NA,32
53936,male,55-74,49,95,223
53937,male,55-74,NA,NA,114
53939,male,55-74,NA,NA,27
53941,male,55-74,64,126,412
53943,male,55-74,23,36,125
53944,male,55-74,82,127,333
53946,male,55-74,53,84,615
53947,male,55-74,NA,NA,17
53948,male,55-74,179,359,997
53949,male,55-74,240,418,935
53950,male,55-74,155,279,792
53951,male,55-74,63,144,274
53952,male,55-74,171,295,571
53953,male,55-74,NA,NA,18
53954,male,55-74,369,638,854
53955,male,55-74,328,616,801
53956,male,55-74,117,234,399
53959,male,55-74,250,478,1433
53960,male,55-74,173,297,439
53961,male,55-74,22,48,111
53963,male,55-74,119,234,1230
53964,male,55-74,133,244,451
53965,male,55-74,392,790,1149
53968,male,55-74,87,157,323
53969,male,55-74,NA,NA,28
54001,male,55-74,NA,NA,1095
54002,male,55-74,NA,NA,549
54003,male,55-74,NA,NA,111
54004,male,55-74,NA,NA,305
54005,male,55-74,NA,NA,345
54006,male,55-74,NA,NA,88
54007,male,55-74,NA,NA,149
54009,male,55-74,NA,NA,241
54010,male,55-74,NA,NA,7
54011,male,55-74,NA,NA,701
54013,male,55-74,NA,NA,409
54014,male,55-74,NA,NA,347
54015,male,55-74,NA,NA,256
54016,male,55-74,NA,NA,3109
54017,male,55-74,NA,NA,1428
54020,male,55-74,NA,NA,680
54021,male,55-74,NA,NA,700
54022,male,55-74,NA,NA,1957
54023,male,55-74,NA,NA,330
54024,male,55-74,NA,NA,629
54025,male,55-74,NA,NA,683
54026,male,55-74,NA,NA,175
54027,male,55-74,NA,NA,161
54028,male,55-74,NA,NA,308
54082,male,55-74,NA,NA,208
54101,male,55-74,96,177,331
54102,male,55-74,NA,NA,171
54103,male,55-74,NA,NA,99
54104,male,55-74,23,42,310
54106,male,55-74,118,205,482
54107,male,55-74,37,72,357
54110,male,55-74,59,107,471
54111,male,55-74,40,69,335
54112,male,55-74,64,123,287
54113,male,55-74,56,121,286
54114,male,55-74,117,226,934
54115,male,55-74,954,1871,3783
54119,male,55-74,NA,NA,84
54120,male,55-74,NA,NA,51
54121,male,55-74,NA,NA,531
54123,male,55-74,NA,NA,27
54124,male,55-74,156,264,568
54125,male,55-74,NA,NA,117
54126,male,55-74,83,151,427
54127,male,55-74,NA,NA,3
54128,male,55-74,24,33,190
54129,male,55-74,75,126,444
54130,male,55-74,347,628,2390
54135,male,55-74,23,38,265
54136,male,55-74,124,270,460
54137,male,55-74,32,64,123
54138,male,55-74,61,108,200
54139,male,55-74,156,259,414
54140,male,55-74,119,229,980
54141,male,55-74,91,167,292
54143,male,55-74,101,205,1748
54149,male,55-74,94,154,317
54150,male,55-74,NA,NA,86
54151,male,55-74,NA,NA,471
54153,male,55-74,262,474,906
54154,male,55-74,215,367,599
54155,male,55-74,186,355,611
54156,male,55-74,NA,NA,256
54157,male,55-74,52,89,627
54159,male,55-74,NA,NA,215
54160,male,55-74,NA,NA,22
54161,male,55-74,93,158,477
54162,male,55-74,249,459,928
54165,male,55-74,186,335,692
54166,male,55-74,NA,NA,2150
54169,male,55-74,49,130,328
54170,male,55-74,117,215,381
54171,male,55-74,100,222,341
54173,male,55-74,131,259,456
54174,male,55-74,148,230,474
54175,male,55-74,66,130,188
54177,male,55-74,29,57,559
54180,male,55-74,34,54,237
54201,male,55-74,72,126,662
54202,male,55-74,NA,NA,265
54204,male,55-74,37,66,209
54205,male,55-74,52,98,263
54207,male,55-74,NA,NA,13
54208,male,55-74,104,217,725
54209,male,55-74,15,34,248
54210,male,55-74,12,31,132
54211,male,55-74,NA,NA,42
54212,male,55-74,10,30,235
54213,male,55-74,15,32,114
54214,male,55-74,NA,NA,19
54216,male,55-74,96,184,868
54217,male,55-74,221,400,859
54220,male,55-74,NA,NA,4510
54227,male,55-74,20,51,256
54228,male,55-74,NA,NA,345
54229,male,55-74,115,208,479
54230,male,55-74,NA,NA,561
54232,male,55-74,NA,NA,57
54234,male,55-74,NA,NA,284
54235,male,55-74,183,375,2621
54241,male,55-74,NA,NA,2024
54245,male,55-74,NA,NA,245
54246,male,55-74,NA,NA,174
54247,male,55-74,18,38,362
54301,male,55-74,445,1018,2160
54302,male,55-74,460,935,2450
54303,male,55-74,456,936,2068
54304,male,55-74,603,1151,2843
54307,male,55-74,20,38,94
54311,male,55-74,757,1475,3058
54313,male,55-74,996,1997,4180
54401,male,55-74,1481,2989,3531
54403,male,55-74,1072,2392,2561
54405,male,55-74,124,234,282
54406,male,55-74,51,108,416
54407,male,55-74,28,60,231
54408,male,55-74,54,126,122
54409,male,55-74,693,1318,1533
54410,male,55-74,108,188,236
54411,male,55-74,250,441,526
54412,male,55-74,107,191,221
54413,male,55-74,NA,NA,14
54414,male,55-74,196,369,406
54416,male,55-74,67,92,213
54417,male,55-74,NA,NA,15
54418,male,55-74,60,136,121
54420,male,55-74,50,86,145
54421,male,55-74,140,232,306
54422,male,55-74,28,46,92
54423,male,55-74,61,114,303
54424,male,55-74,111,219,265
54425,male,55-74,99,161,169
54426,male,55-74,251,427,464
54427,male,55-74,76,137,155
54428,male,55-74,76,141,256
54430,male,55-74,NA,NA,18
54433,male,55-74,85,162,246
54435,male,55-74,132,208,318
54436,male,55-74,51,94,234
54437,male,55-74,111,165,370
54440,male,55-74,190,354,391
54441,male,55-74,48,83,108
54442,male,55-74,75,120,161
54443,male,55-74,97,187,284
54446,male,55-74,109,166,267
54447,male,55-74,24,40,44
54448,male,55-74,266,528,574
54449,male,55-74,1139,2241,3003
54450,male,55-74,25,39,41
54451,male,55-74,618,1167,1374
54452,male,55-74,1115,1994,2249
54454,male,55-74,67,99,190
54455,male,55-74,961,1812,1963
54456,male,55-74,132,237,753
54457,male,55-74,457,838,1424
54458,male,55-74,NA,NA,6
54459,male,55-74,82,145,217
54460,male,55-74,63,120,298
54462,male,55-74,24,55,67
54463,male,55-74,38,68,142
54465,male,55-74,37,90,168
54466,male,55-74,144,262,393
54467,male,55-74,220,459,1335
54469,male,55-74,70,138,188
54470,male,55-74,112,230,259
54471,male,55-74,93,203,242
54473,male,55-74,80,142,369
54474,male,55-74,213,434,377
54475,male,55-74,83,158,225
54476,male,55-74,824,1657,1663
54479,male,55-74,175,304,388
54480,male,55-74,82,123,132
54481,male,55-74,330,726,2405
54482,male,55-74,158,338,1151
54484,male,55-74,227,416,533
54485,male,55-74,26,54,54
54486,male,55-74,64,105,343
54487,male,55-74,253,478,1502
54488,male,55-74,54,87,128
54489,male,55-74,89,163,193
54490,male,55-74,45,100,117
54491,male,55-74,111,203,308
54493,male,55-74,25,52,108
54494,male,55-74,1402,2750,3249
54495,male,55-74,339,660,847
54498,male,55-74,60,107,248
54499,male,55-74,155,291,377
54501,male,55-74,524,1031,2651
54511,male,55-74,37,62,193
54512,male,55-74,68,144,163
54513,male,55-74,22,40,66
54514,male,55-74,128,226,326
54515,male,55-74,42,71,93
54517,male,55-74,NA,NA,42
54519,male,55-74,41,74,220
54520,male,55-74,88,168,453
54521,male,55-74,263,506,1167
54524,male,55-74,43,82,90
54525,male,55-74,20,30,31
54526,male,55-74,37,62,117
54527,male,55-74,50,75,170
54529,male,55-74,60,115,221
54530,male,55-74,53,82,146
54531,male,55-74,112,199,268
54534,male,55-74,134,277,328
54536,male,55-74,NA,NA,34
54537,male,55-74,32,70,84
54538,male,55-74,83,186,432
54539,male,55-74,85,163,251
54540,male,55-74,77,168,166
54541,male,55-74,31,48,174
54542,male,55-74,21,33,107
