name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",2023-02-19,16.0,3.1,9.3,16.0,0.2,7.8,0.0,54.0,0.0,0,0.0,,0.0,0.0,50.7,32.3,186.6,1022.7,64.6,16.0,155.7,13.6,7,10.0,2023-02-19T06:54:35,2023-02-19T17:49:57,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2023-02-20,13.9,8.7,11.3,13.9,6.8,10.8,5.7,69.3,0.0,0,0.0,,0.0,0.0,25.9,20.3,189.4,1008.5,86.5,16.0,61.4,5.2,3,10.0,2023-02-20T06:53:16,2023-02-20T17:51:03,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2023-02-21,17.7,7.6,12.3,17.7,7.0,12.2,3.5,59.1,0.278,100,4.17,rain,0.0,0.0,64.8,25.3,273.3,1005.2,72.6,16.0,134.1,11.4,6,10.0,2023-02-21T06:51:57,2023-02-21T17:52:09,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2023-02-22,11.7,6.2,9.2,11.7,3.9,8.5,0.1,54.0,0.502,100,8.33,rain,0.0,0.0,29.5,19.8,99.6,1016.0,86.9,16.0,62.8,5.5,4,10.0,2023-02-22T06:50:36,2023-02-22T17:53:15,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2023-02-23,27.0,7.6,13.9,26.5,5.9,13.5,7.5,68.0,0.0,0,0.0,rain,0.0,0.0,35.3,17.4,158.3,1011.5,53.3,15.7,140.8,12.2,7,10.0,2023-02-23T06:49:15,2023-02-23T17:54:20,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-02-24,18.6,5.4,12.6,18.6,1.5,11.5,-2.6,35.7,0.0,0,0.0,,0.0,0.0,73.5,44.4,323.6,1024.2,44.2,16.0,148.3,12.9,7,10.0,2023-02-24T06:47:53,2023-02-24T17:55:25,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-02-25,4.1,0.8,2.5,2.7,-2.9,-0.4,-3.8,65.4,0.272,100,4.17,"rain,snow",0.0,0.0,27.7,19.4,75.7,1027.9,92.2,14.9,35.1,3.0,2,10.0,2023-02-25T06:46:29,2023-02-25T17:56:30,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-02-26,11.6,2.7,6.8,11.6,0.0,5.0,2.0,73.2,0.0,0,0.0,rain,0.0,0.0,35.3,21.7,209.8,1015.5,67.3,15.3,147.6,12.8,7,10.0,2023-02-26T06:45:05,2023-02-26T17:57:34,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-02-27,10.6,3.0,7.6,10.6,1.1,6.3,0.9,64.6,4.138,100,16.67,rain,0.0,0.0,40.7,20.6,119.6,1010.6,80.9,15.7,72.9,6.4,5,10.0,2023-02-27T06:43:41,2023-02-27T17:58:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-02-28,17.1,4.9,9.3,17.1,2.8,8.0,4.5,74.4,2.727,100,8.33,rain,0.0,0.0,46.4,23.7,11.4,1006.8,70.5,14.6,139.5,12.1,7,10.0,2023-02-28T06:42:15,2023-02-28T17:59:42,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-01,13.4,3.8,9.0,13.4,2.8,8.3,4.4,74.8,0.0,0,0.0,rain,0.0,0.0,29.5,25.6,169.8,1016.9,40.7,14.7,149.3,12.9,7,10.0,2023-03-01T06:40:49,2023-03-01T18:00:46,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-02,18.8,8.8,12.9,18.8,7.6,12.7,6.6,69.3,1.317,100,16.67,rain,0.0,0.0,33.5,20.2,303.7,1007.5,86.1,15.8,71.0,6.2,4,10.0,2023-03-02T06:39:22,2023-03-02T18:01:49,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-03,11.0,4.9,7.4,11.0,1.2,4.8,2.7,73.2,5.547,100,45.83,rain,0.0,0.0,39.0,24.9,74.9,1011.1,90.6,13.2,23.6,1.9,1,10.0,2023-03-03T06:37:54,2023-03-03T18:02:52,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-04,14.3,4.9,9.6,14.3,2.8,8.2,1.5,60.3,1.873,100,4.17,rain,0.0,0.0,70.4,43.9,303.3,1005.2,53.7,16.0,183.5,16.0,7,10.0,2023-03-04T06:36:26,2023-03-04T18:03:54,0.41,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-05,18.2,2.8,10.2,18.2,1.0,9.7,-0.2,52.9,0.0,0,0.0,,0.0,0.0,52.3,32.9,320.5,1021.5,20.7,16.0,181.8,15.7,7,10.0,2023-03-05T06:34:57,2023-03-05T18:04:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-06,14.4,4.4,9.2,14.4,3.1,8.6,-0.8,50.9,0.0,0,0.0,,0.0,0.0,18.4,15.8,69.1,1020.5,53.6,16.0,179.7,15.3,7,10.0,2023-03-06T06:33:27,2023-03-06T18:05:58,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-07,12.7,5.5,8.2,12.7,0.5,5.5,-4.0,46.6,0.0,0,0.0,,0.0,0.0,71.2,42.6,330.6,1014.0,46.5,16.0,161.9,13.8,7,10.0,2023-03-07T06:31:57,2023-03-07T18:07:00,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-08,11.6,1.6,6.5,11.6,-4.0,3.1,-6.1,40.3,0.0,0,0.0,,0.0,0.0,54.8,34.5,331.9,1024.0,15.3,16.0,196.5,16.9,7,10.0,2023-03-08T06:30:27,2023-03-08T18:08:01,0.54,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-09,13.2,2.7,7.7,13.2,-1.8,5.8,-2.5,49.2,0.0,0,0.0,,0.0,0.0,33.1,20.3,342.3,1023.8,35.5,16.0,194.8,16.7,7,10.0,2023-03-09T06:28:56,2023-03-09T18:09:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-10,7.8,4.9,6.5,6.4,2.8,4.6,2.4,75.7,3.798,100,29.17,rain,0.0,0.0,42.5,16.6,147.0,1013.5,90.4,14.0,30.9,2.7,2,10.0,2023-03-10T06:27:24,2023-03-10T18:10:03,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-11,8.7,3.7,5.9,5.1,-2.2,1.6,-2.9,53.3,0.0,0,0.0,,0.0,0.0,60.5,39.8,322.1,1011.4,92.8,16.0,104.5,9.0,5,10.0,2023-03-11T06:25:52,2023-03-11T18:11:04,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-12,5.5,0.5,3.1,4.9,-2.5,0.8,-1.4,72.5,0.579,100,16.67,rain,0.0,0.0,18.4,14.2,61.3,1016.5,75.8,15.9,65.9,5.5,2,10.0,2023-03-12T07:24:20,2023-03-12T19:12:04,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-13,9.9,3.7,6.2,7.5,1.5,4.7,2.6,78.9,1.094,100,16.67,rain,0.0,0.0,42.5,28.7,344.0,1012.1,96.2,13.1,56.4,4.9,3,10.0,2023-03-13T07:22:47,2023-03-13T19:13:05,0.72,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-14,6.1,1.0,3.6,1.5,-5.1,-1.8,-7.9,43.4,0.0,0,0.0,,0.0,0.0,74.8,45.5,301.8,1012.4,48.0,16.0,176.8,15.2,7,10.0,2023-03-14T07:21:15,2023-03-14T19:14:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-15,11.0,0.5,5.1,11.0,-6.2,0.7,-9.6,36.9,0.0,0,0.0,,0.0,0.0,71.2,42.2,313.9,1018.1,21.7,16.0,215.8,18.5,8,10.0,2023-03-15T07:19:41,2023-03-15T19:15:04,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-16,17.8,1.5,9.4,17.8,-1.3,8.3,-7.7,32.1,0.0,0,0.0,,0.0,0.0,27.7,25.0,200.5,1019.0,54.8,16.0,210.9,18.3,8,10.0,2023-03-16T07:18:08,2023-03-16T19:16:04,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-17,16.6,9.4,12.9,16.6,7.4,12.8,3.3,53.1,0.296,100,8.33,rain,0.0,0.0,46.9,31.0,196.2,1006.9,91.6,15.7,56.1,4.9,2,10.0,2023-03-17T07:16:34,2023-03-17T19:17:03,0.86,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-18,13.3,5.5,8.8,13.3,1.6,6.3,-4.3,42.0,0.354,100,8.33,rain,0.0,0.0,54.2,38.1,314.3,1009.7,77.0,16.0,209.3,18.2,8,10.0,2023-03-18T07:15:00,2023-03-18T19:18:03,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-19,6.6,-1.7,2.8,2.4,-8.3,-1.8,-12.3,32.3,0.0,0,0.0,,0.0,0.0,54.3,31.9,306.7,1020.8,35.7,16.0,223.6,19.4,8,10.0,2023-03-19T07:13:26,2023-03-19T19:19:02,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-20,11.1,-1.6,4.7,11.1,-4.3,2.7,-9.1,37.1,0.0,0,0.0,,0.0,0.0,27.7,18.4,211.4,1027.2,19.9,16.0,217.2,18.8,8,10.0,2023-03-20T07:11:52,2023-03-20T19:20:01,0.96,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-21,17.2,0.8,8.6,17.2,-1.5,7.5,-4.5,43.4,0.0,0,0.0,,0.0,0.0,20.5,15.9,179.9,1029.0,50.9,16.0,180.3,15.6,7,10.0,2023-03-21T07:10:18,2023-03-21T19:20:59,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403793728,D6279,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-22,19.3,8.7,13.1,19.3,6.3,12.3,-0.7,40.7,0.0,0,0.0,,0.0,0.0,45.6,28.9,189.8,1025.8,84.1,16.0,172.3,14.7,7,10.0,2023-03-22T07:08:44,2023-03-22T19:21:58,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-23,28.2,10.6,17.8,27.6,10.6,17.8,9.4,60.8,0.0,0,0.0,,0.0,0.0,55.4,26.0,203.4,1014.7,81.2,16.0,142.7,12.4,6,10.0,2023-03-23T07:07:09,2023-03-23T19:22:56,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-24,20.5,6.1,12.9,20.5,4.1,12.0,9.5,80.9,18.302,100,50.0,rain,0.0,0.0,22.3,26.0,27.6,1014.1,98.0,14.4,23.2,2.0,1,10.0,2023-03-24T07:05:35,2023-03-24T19:23:55,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-25,11.7,6.7,8.6,11.7,3.1,7.5,7.1,90.7,3.951,100,33.33,rain,0.0,0.0,37.1,21.3,113.5,1010.4,100.0,11.1,36.5,3.3,3,10.0,2023-03-25T07:04:00,2023-03-25T19:24:53,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-26,21.0,8.8,14.3,21.0,7.2,14.2,2.0,50.5,0.0,0,0.0,,0.0,0.0,43.5,23.7,300.7,1014.0,28.7,12.8,217.3,18.6,8,10.0,2023-03-26T07:02:26,2023-03-26T19:25:51,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-27,16.0,8.2,12.4,16.0,6.3,12.0,8.1,75.5,0.511,100,8.33,rain,0.0,0.0,27.7,17.8,61.0,1014.1,70.9,15.4,62.5,5.1,3,10.0,2023-03-27T07:00:52,2023-03-27T19:26:49,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-28,15.5,7.9,11.5,15.5,5.9,10.7,2.8,57.5,0.0,0,0.0,,0.0,0.0,40.5,25.7,352.0,1018.8,63.8,16.0,166.3,14.3,7,10.0,2023-03-28T06:59:18,2023-03-28T19:27:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-29,15.4,6.3,11.1,15.4,3.8,10.5,-1.1,43.4,0.0,0,0.0,,0.0,0.0,20.5,21.3,210.2,1020.7,56.4,16.0,198.2,17.2,7,10.0,2023-03-29T06:57:44,2023-03-29T19:28:45,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-03-30,12.1,2.8,8.1,12.1,-2.1,6.0,-5.3,39.7,0.0,0,0.0,,0.0,0.0,61.0,35.7,347.6,1026.4,13.5,16.0,220.7,18.9,8,10.0,2023-03-30T06:56:10,2023-03-30T19:29:43,0.29,Clear,Clear conditions throughout the day.,clear-day,"KIAD,KDCA,72405013743,72403793728,D6279,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-03-31,18.8,5.3,12.1,18.8,2.6,10.8,4.9,62.5,0.0,0,0.0,,0.0,0.0,69.4,43.5,193.9,1021.9,70.3,16.0,83.7,7.4,4,10.0,2023-03-31T06:54:36,2023-03-31T19:30:41,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-01,24.3,9.9,18.0,24.3,5.6,17.9,11.9,70.3,6.493,100,54.17,rain,0.0,0.0,90.3,58.1,229.8,1002.8,86.0,15.6,130.5,11.3,7,30.0,2023-04-01T06:53:03,2023-04-01T19:31:39,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-02,13.8,8.3,10.6,13.8,3.5,8.7,-1.8,42.6,0.0,0,0.0,,0.0,0.0,74.7,45.3,320.4,1015.3,40.3,16.0,230.5,19.8,8,10.0,2023-04-02T06:51:30,2023-04-02T19:32:37,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-03,21.6,5.1,13.3,21.6,4.2,13.0,4.5,56.9,0.0,0,0.0,,0.0,0.0,50.0,35.9,182.3,1018.0,58.5,16.0,208.3,18.0,8,10.0,2023-04-03T06:49:57,2023-04-03T19:33:35,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-04,26.2,13.2,19.3,26.2,13.2,19.3,11.0,59.6,0.0,0,0.0,,0.0,0.0,38.9,20.6,179.0,1015.5,24.5,16.0,220.4,19.0,8,10.0,2023-04-04T06:48:24,2023-04-04T19:34:32,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-05,29.9,16.0,22.5,29.6,16.0,22.5,15.7,67.9,0.0,0,0.0,,0.0,0.0,47.7,32.6,181.3,1017.7,78.4,15.9,182.3,15.9,8,10.0,2023-04-05T06:46:52,2023-04-05T19:35:30,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-04-06,29.4,17.1,23.3,29.6,17.1,23.4,15.6,63.0,0.823,100,8.33,rain,0.0,0.0,70.3,44.8,233.3,1019.9,85.5,15.7,138.7,11.9,6,10.0,2023-04-06T06:45:20,2023-04-06T19:36:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-07,16.6,10.5,12.7,16.6,10.5,12.7,0.1,42.9,0.289,100,8.33,rain,0.0,0.0,46.0,30.2,321.0,1028.7,92.1,16.0,39.0,3.4,1,10.0,2023-04-07T06:43:49,2023-04-07T19:37:26,0.55,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-08,11.5,7.6,9.4,11.5,4.1,7.9,-3.3,41.6,0.0,0,0.0,,0.0,0.0,40.7,30.1,43.6,1031.6,88.7,16.0,145.5,12.6,7,10.0,2023-04-08T06:42:18,2023-04-08T19:38:23,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-09,16.5,4.4,10.6,16.5,2.3,10.0,-1.4,47.1,0.0,0,0.0,,0.0,0.0,13.0,16.0,83.0,1031.5,33.9,16.0,246.6,21.4,9,10.0,2023-04-09T06:40:48,2023-04-09T19:39:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-10,17.8,5.5,11.8,17.8,4.5,11.4,-0.7,44.8,0.0,0,0.0,,0.0,0.0,11.2,17.2,185.5,1031.4,2.0,16.0,234.4,20.1,9,10.0,2023-04-10T06:39:18,2023-04-10T19:40:19,0.66,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-04-11,25.5,6.9,15.7,25.5,4.7,15.2,1.1,41.8,0.0,0,0.0,,0.0,0.0,33.5,19.2,210.1,1023.6,36.4,16.0,219.5,19.0,9,10.0,2023-04-11T06:37:48,2023-04-11T19:41:17,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-04-12,29.2,13.1,20.9,27.7,13.1,20.5,6.7,44.1,0.0,0,0.0,,0.0,0.0,44.6,26.9,245.4,1015.8,47.3,16.0,216.8,18.7,8,10.0,2023-04-12T06:36:19,2023-04-12T19:42:15,0.73,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-04-13,31.0,13.0,21.9,29.0,13.0,21.4,8.4,47.0,0.0,0,0.0,,0.0,0.0,31.7,17.8,199.9,1014.0,6.4,16.0,232.3,20.1,9,10.0,2023-04-13T06:34:51,2023-04-13T19:43:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-14,27.1,15.3,20.3,26.9,15.3,20.3,12.7,63.4,0.0,0,0.0,rain,0.0,0.0,38.9,23.3,188.9,1012.7,85.7,15.9,130.4,11.2,6,10.0,2023-04-14T06:33:23,2023-04-14T19:44:10,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-04-15,25.5,18.2,20.3,25.5,18.2,20.3,17.2,83.6,9.046,100,20.83,rain,0.0,0.0,18.4,21.5,174.6,1011.2,87.7,15.5,139.3,12.2,7,10.0,2023-04-15T06:31:56,2023-04-15T19:45:08,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-04-16,26.7,15.4,21.3,26.9,15.4,21.3,16.0,74.1,0.0,0,0.0,,0.0,0.0,27.7,22.2,178.6,1008.4,77.5,15.9,134.0,11.6,6,10.0,2023-04-16T06:30:29,2023-04-16T19:46:06,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-17,21.6,13.4,16.9,21.6,13.4,16.9,4.6,46.3,0.27,100,8.33,rain,0.0,0.0,53.1,34.5,283.3,1005.3,81.1,16.0,159.5,13.6,8,10.0,2023-04-17T06:29:04,2023-04-17T19:47:04,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-18,23.3,8.9,16.0,23.3,7.4,15.9,-1.0,35.7,0.0,0,0.0,,0.0,0.0,50.2,26.8,285.7,1009.0,21.7,16.0,223.5,19.5,9,10.0,2023-04-18T06:27:39,2023-04-18T19:48:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-19,23.7,7.2,15.5,23.7,6.1,15.4,2.3,43.6,0.0,0,0.0,,0.0,0.0,31.3,18.3,222.0,1018.5,27.8,16.0,223.6,19.4,9,10.0,2023-04-19T06:26:14,2023-04-19T19:49:00,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-20,29.8,12.4,20.4,28.2,12.4,20.3,11.6,60.3,0.0,0,0.0,,0.0,0.0,14.8,16.0,111.3,1019.6,52.5,15.8,218.6,19.0,9,10.0,2023-04-20T06:24:51,2023-04-20T19:49:58,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-21,31.1,14.1,22.0,29.3,14.1,21.8,12.9,60.6,0.0,0,0.0,,0.0,0.0,37.1,22.2,154.4,1014.8,34.4,15.4,216.5,18.7,8,10.0,2023-04-21T06:23:28,2023-04-21T19:50:56,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-22,22.8,14.8,18.9,22.8,14.8,18.9,12.5,68.5,10.388,100,25.0,rain,0.0,0.0,67.2,34.3,183.3,1010.0,77.4,15.3,62.4,5.6,3,10.0,2023-04-22T06:22:07,2023-04-22T19:51:54,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2023-04-23,17.8,9.9,14.2,17.8,6.7,14.1,5.3,57.2,0.0,0,0.0,,0.0,0.0,44.4,28.3,321.7,1014.0,59.0,16.0,118.6,10.4,7,10.0,2023-04-23T06:20:46,2023-04-23T19:52:53,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2023-04-24,16.0,8.1,11.6,16.0,5.5,10.8,-1.3,41.5,0.0,0,0.0,,0.0,0.0,42.5,25.9,330.6,1019.5,59.9,16.0,203.9,17.7,8,10.0,2023-04-24T06:19:26,2023-04-24T19:53:51,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
